"","SPECIES","GENERA","EPITHET","FAMILY","PHYLUM","EPILIST","FLORA","DATASET_CLASSIFICATION","BIOME","COUNTRY","WWF_ECOREGION"
"165","Bulbophyllum gladiatum","Bulbophyllum","gladiatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Cerrado","Brazil","11"
"166","Bulbophyllum granulosum","Bulbophyllum","granulosum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"167","Bulbophyllum insectiferum","Bulbophyllum","insectiferum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Cerrado","Brazil","11, 18"
"168","Bulbophyllum manarae","Bulbophyllum","manarae","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","5, 7"
"169","Bulbophyllum meridense","Bulbophyllum","meridense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","5, 7, 8"
"170","Bulbophyllum micranthum","Bulbophyllum","micranthum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","3, 6, 11"
"171","Bulbophyllum micropetaliforme","Bulbophyllum","micropetaliforme","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado","Brazil","7, 9, 11"
"172","Bulbophyllum napellii","Bulbophyllum","napellii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 9, 11"
"173","Bulbophyllum perii","Bulbophyllum","perii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"174","Bulbophyllum plumosum","Bulbophyllum","plumosum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado","Brazil","5, 6, 7, 9, 11"
"175","Bulbophyllum regnellii","Bulbophyllum","regnellii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"176","Bulbophyllum seabrense","Bulbophyllum","seabrense","Orchidaceae","Angiospermae","Epiphyte","Unknown","All","Caatinga","Brazil","9"
"177","Bulbophyllum sp.1","Bulbophyllum",NA,"Orchidaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"178","Bulbophyllum sp.2","Bulbophyllum",NA,"Orchidaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"179","Bulbophyllum sp.3","Bulbophyllum",NA,"Orchidaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"180","Bulbophyllum tripetalum","Bulbophyllum","tripetalum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Cerrado","Brazil","1, 11"
"181","Caesalpinia microphylla","Caesalpinia","microphylla","Leguminosae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Caatinga","Brazil","7"
"182","Callea sp.","Callea",NA,"Asteraceae","Angiospermae",NA,NA,"Paper exclusive","Edge","Brazil","20"
"183","Campylocentrum acutilobum","Campylocentrum","acutilobum","Orchidaceae","Angiospermae","Epiphyte","Unknown","All","Chaco","Argentina","16"
"184","Campylocentrum carvalhoi","Campylocentrum","carvalhoi","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"185","Campylocentrum crassirhizum","Campylocentrum","crassirhizum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","1, 5, 6, 7, 8, 11, 23"
"186","Campylocentrum densiflorum","Campylocentrum","densiflorum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Argentina; Brazil","7, 11, 16"
"187","Campylocentrum fasciola","Campylocentrum","fasciola","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"188","Campylocentrum grisebachii","Campylocentrum","grisebachii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Argentina; Bolivia; Brazil","7, 10, 11, 13, 25"
"189","Campylocentrum hasslerianum","Campylocentrum","hasslerianum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Pantanal","Brazil","11, 12"
"190","Campylocentrum intermedium","Campylocentrum","intermedium","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"191","Campylocentrum kuntzei","Campylocentrum","kuntzei","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"192","Campylocentrum mattogrossense","Campylocentrum","mattogrossense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"193","Campylocentrum micranthum","Campylocentrum","micranthum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"194","Campylocentrum neglectum","Campylocentrum","neglectum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","7, 11, 13, 16, 20, 21, 22"
"195","Campylocentrum organense","Campylocentrum","organense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","Paper exclusive","Cerrado","Brazil","11"
"196","Campylocentrum pachyrrhizum","Campylocentrum","pachyrrhizum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"197","Campylocentrum pauloense","Campylocentrum","pauloense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"198","Campylocentrum pernambucense","Campylocentrum","pernambucense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","6, 7, 23"
"199","Campylocentrum robustum","Campylocentrum","robustum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 6, 7, 11"
"200","Campylocentrum sellowii","Campylocentrum","sellowii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","1, 6, 7, 9, 11"
"201","Campylocentrum spannagelii","Campylocentrum","spannagelii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"202","Campylocentrum tenue","Campylocentrum","tenue","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","Paper exclusive accidental","Cerrado; Pantanal","Brazil","11, 12"
"203","Campyloneurum abruptum","Campyloneurum","abruptum","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"204","Campyloneurum aglaolepis","Campyloneurum","aglaolepis","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Cerrado; Chaco","Argentina; Bolivia; Brazil","6, 10, 11, 13, 25"
"205","Campyloneurum angustifolium","Campyloneurum","angustifolium","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado","Brazil","1, 5, 6, 7, 9, 11, 17, 24"
"206","Campyloneurum angustipaleatum","Campyloneurum","angustipaleatum","Polypodiaceae","Pteridophyte","Epiphyte","Unknown","All","Chaco","Argentina","13, 25"
"207","Campyloneurum aphanophlebium","Campyloneurum","aphanophlebium","Polypodiaceae","Pteridophyte","Hemiepiphyte","Epiphyte; Rupicolous","All","Cerrado; Chaco","Brazil; Paraguay","11, 16"
"208","Campyloneurum atlanticum","Campyloneurum","atlanticum","Orchidaceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Rupicolous","All","Cerrado","Brazil","11"
"209","Campyloneurum austrobrasilianum","Campyloneurum","austrobrasilianum","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Cerrado","Brazil","9, 11"
"210","Campyloneurum brevifolium","Campyloneurum","brevifolium","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","1, 6, 11"
"211","Campyloneurum centrobrasilianum","Campyloneurum","centrobrasilianum","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Edge","Bolivia; Brazil; Paraguay","7, 9, 11, 13, 20"
"212","Campyloneurum coarctatum","Campyloneurum","coarctatum","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Cerrado; Chaco","Argentina; Brazil","11, 13"
"213","Campyloneurum crispum","Campyloneurum","crispum","Polypodiaceae","Pteridophyte","Epiphyte","Hemiepiphyte; Terrestrial","All","Cerrado","Brazil","11"
"214","Campyloneurum lapathifolium","Campyloneurum","lapathifolium","Polypodiaceae","Pteridophyte","Unknown","Hemiepiphyte","All","Cerrado","Brazil","11"
"215","Campyloneurum lorentzii","Campyloneurum","lorentzii","Polypodiaceae","Pteridophyte","Epiphyte","Unknown","All","Chaco","Argentina","10, 13, 25"
"216","Campyloneurum nitidum","Campyloneurum","nitidum","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Brazil; Paraguay","6, 7, 9, 11, 12, 16, 20, 25"
"217","Campyloneurum phyllitidis","Campyloneurum","phyllitidis","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","1, 7, 8, 11, 12, 16, 20, 25"
"218","Campyloneurum repens","Campyloneurum","repens","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte; Hemiepiphyte; Rupicolous","All","Caatinga; Cerrado; Chaco","Argentina; Brazil","1, 7, 11, 16, 24"
"219","Campyloneurum rigidum","Campyloneurum","rigidum","Polypodiaceae","Pteridophyte","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 6, 7, 9, 11"
"220","Canistrum alagoanum","Canistrum","alagoanum","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","7, 24"
"221","Canistrum aurantiacum","Canistrum","aurantiacum","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Terrestrial","All","Caatinga","Brazil","7, 23, 24"
"222","Canistrum pickelii","Canistrum","pickelii","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","7, 24"
"223","Capanemia micromera","Capanemia","micromera","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Argentina; Brazil; Paraguay","7, 10, 11, 16, 25"
"224","Capanemia therezae","Capanemia","therezae","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"225","Catasetum albovirens","Catasetum","albovirens","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"226","Catasetum arietinum","Catasetum","arietinum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 17"
"227","Catasetum aripuanense","Catasetum","aripuanense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"228","Catasetum atratum","Catasetum","atratum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"229","Catasetum barbatum","Catasetum","barbatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","1, 7, 8, 11, 17, 23"
"230","Catasetum blackii","Catasetum","blackii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 7, 9, 11"
"231","Catasetum brasilandense","Catasetum","brasilandense","Orchidaceae","Angiospermae","Unknown","Epiphyte","All","Cerrado","Brazil","11"
"232","Catasetum carolinianum","Catasetum","carolinianum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"233","Catasetum cernuum","Catasetum","cernuum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Pantanal","Brazil","11, 12"
"234","Catasetum complanatum","Catasetum","complanatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"235","Catasetum confusum","Catasetum","confusum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11, 18"
"236","Catasetum cristatum","Catasetum","cristatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"237","Catasetum fimbriatum","Catasetum","fimbriatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","1, 7, 11, 12, 13, 16, 18, 20, 21, 22, 25"
"238","Catasetum fuchsii","Catasetum","fuchsii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11, 18"
"239","Catasetum gladiatorium","Catasetum","gladiatorium","Orchidaceae","Angiospermae","Unknown","Epiphyte","All","Cerrado","Brazil","1, 11"
"240","Catasetum hookeri","Catasetum","hookeri","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","5, 7"
"241","Catasetum juruenense","Catasetum","juruenense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"242","Catasetum kraenzlinianum","Catasetum","kraenzlinianum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"243","Catasetum lanciferum","Catasetum","lanciferum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"244","Catasetum longifolium","Catasetum","longifolium","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"245","Catasetum luridum","Catasetum","luridum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 6, 7, 11"
"246","Catasetum macrocarpum","Catasetum","macrocarpum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Argentina; Brazil","7, 8, 11, 16, 17, 18"
"247","Catasetum maranhense","Catasetum","maranhense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","17"
"248","Catasetum matogrossense","Catasetum","matogrossense","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"249","Catasetum osculatum","Catasetum","osculatum","Orchidaceae","Angiospermae","Unknown","Epiphyte","All","Cerrado; Pantanal","Bolivia; Brazil","11, 21"
"250","Catasetum palmeirinhense","Catasetum","palmeirinhense","Orchidaceae","Angiospermae","Unknown","Epiphyte","All","Cerrado","Brazil","17"
"251","Catasetum purum","Catasetum","purum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"252","Catasetum rooseveltianum","Catasetum","rooseveltianum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Pantanal","Brazil","11, 12, 18, 21"
"253","Catasetum saccatum","Catasetum","saccatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Chaco; Pantanal","Brazil","11, 12, 16, 21"
"254","Catasetum schmidtianum","Catasetum","schmidtianum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"255","Catasetum seccoi","Catasetum","seccoi","Orchidaceae","Angiospermae","Unknown","Epiphyte","All","Cerrado","Brazil","17"
"256","Catasetum sp.1","Catasetum",NA,"Orchidaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"257","Catasetum sp.2","Catasetum",NA,"Orchidaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"258","Catasetum sp.3","Catasetum",NA,"Orchidaceae","Angiospermae",NA,NA,"Paper exclusive","Cerrado","Brazil","11"
"259","Catasetum spitzii","Catasetum","spitzii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"260","Catasetum uncatum","Catasetum","uncatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"261","Catasetum vinaceum","Catasetum","vinaceum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"262","Catopsis berteroniana","Catopsis","berteroniana","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 7, 11"
"263","Catopsis sessiliflora","Catopsis","sessiliflora","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","5, 7, 8"
"264","Cattleya aclandiae","Cattleya","aclandiae","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","6, 7"
"265","Cattleya amethystoglossa","Cattleya","amethystoglossa","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","5, 7"
"266","Cattleya araguaiensis","Cattleya","araguaiensis","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","8, 11, 18"
"267","Cattleya bicolor","Cattleya","bicolor","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","6, 9, 11"
"268","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Chaco; Pantanal","Argentina; Brazil; Paraguay","1, 6, 11, 12, 16"
"269","Cattleya grandis","Cattleya","grandis","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","7"
"270","Cattleya granulosa","Cattleya","granulosa","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","5, 7"
"271","Cattleya jongheana","Cattleya","jongheana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Cerrado","Brazil","9, 11"
"272","Cattleya labiata","Cattleya","labiata","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7, 8, 23, 24"
"273","Cattleya loddigesii","Cattleya","loddigesii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","1, 9, 11"
"274","Cattleya lundii","Cattleya","lundii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","1, 11"
"275","Cattleya nobilior","Cattleya","nobilior","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Cerrado; Chaco; Pantanal","Brazil; Paraguay","11, 12, 13, 18, 21"
"276","Cattleya pumila","Cattleya","pumila","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","6, 9, 11"
"277","Cattleya sincorana","Cattleya","sincorana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","5, 7, 9"
"278","Cattleya tenuis","Cattleya","tenuis","Orchidaceae","Angiospermae","Unknown","Epiphyte; Rupicolous","All","Caatinga","Brazil","7, 9"
"279","Cattleya tigrina","Cattleya","tigrina","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga","Brazil","7"
"280","Cattleya violacea","Cattleya","violacea","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"281","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Cerrado","Brazil","1, 11"
"282","Cattleya wallisii","Cattleya","wallisii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"283","Cattleya wittigiana","Cattleya","wittigiana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Cerrado; Edge","Brazil","6, 9, 11, 20"
"284","Centrosema pubescens","Centrosema","pubescens","Faboidae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Edge","Brazil","20"
"285","Cereus forbesii","Cereus","forbesii","Cactaceae","Angiospermae","Unknown","Unknown","Paper exclusive accidental","Chaco","Argentina","16"
"286","Cereus jamacaru","Cereus","jamacaru","Cactaceae","Angiospermae","Unknown","Rupicolous; Terrestrial","Paper exclusive accidental","Caatinga","Brazil","7"
"287","Chamaecrista rotundifolia","Chamaecrista","rotundifolia","Fabaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Edge","Brazil","20"
"288","Chaubardia surinamensis","Chaubardia","surinamensis","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"289","Cheilanthes bradei","Cheilanthes","bradei","Pteridaceae","Pteridophyte","Unknown","Rupicolous","Paper exclusive accidental","Cerrado","Brazil","11"
"290","Cheiroglossa palmata","Cheiroglossa","palmata","Ophioglossaceae","Pteridophyte","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Cerrado","Brazil","11"
