"","releve_records","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","SPECIES","GENERA","EPITHET","FAMILY","PHYLUM","IDENTIFICATION_CONFIDENCE","EPILIST","FLORA","DATASET_CLASSIFICATION","NATURALNESS","INCLUSION_REQUIREMENTS","NUMBER_INDIVIDUALS","SCORE","LONGITUDE","LATITUDE","PRECISION","LIMITS","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION"
"1146",50,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia recurvata","Tillandsia","recurvata","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.82633,-22.2504,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1152",51,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia recurvata","Tillandsia","recurvata","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-46.9422,-22.3722,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1262",52,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia tenuifolia","Tillandsia","tenuifolia","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-46.931525,-22.307362,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1255",53,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia tenuifolia","Tillandsia","tenuifolia","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-46.9422,-22.3722,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1269",54,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia tricholepis","Tillandsia","tricholepis","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.82633,-22.2504,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1288",55,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia tricholepis","Tillandsia","tricholepis","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.8228,-22.2528,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1272",56,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia tricholepis","Tillandsia","tricholepis","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.439383,-22.861215,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1306",57,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia usneoides","Tillandsia","usneoides","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.8228,-22.2528,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1294",58,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Tillandsia usneoides","Tillandsia","usneoides","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.82633,-22.2504,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1403",59,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Vriesea sp.","Vriesea","sp.","Bromeliaceae","Angiospermae","morpho",NA,NA,"Paper exclusive","Natural","",NA,"",-47.82633,-22.2504,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1402",60,"Anatomia foliar de bromélias ocorrentes em áreas de cerrado do Estado de São Paulo, Brasil","Paper",2007,"Bromeliaceae","Others","Presence","Vriesea sp.","Vriesea","sp.","Bromeliaceae","Angiospermae","morpho",NA,NA,"Paper exclusive","Natural","",NA,"",-47.8228,-22.2528,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"108",61,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Billbergia meyeri","Billbergia","meyeri","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"246",62,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Catasetum fimbriatum","Catasetum","fimbriatum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"386",63,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Croton sp.4","Croton","sp.4","Euphorbiaceae","Angiospermae","morpho",NA,NA,"Paper exclusive","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"517",64,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Ficus obtusifolia","Ficus","obtusifolia","Moraceae","Angiospermae","","Hemiepiphyte","Hemiepiphyte","All","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"518",65,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Ficus trigonata","Ficus","trigonata","Moraceae","Angiospermae","","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"815",66,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Philodendron imbe","Philodendron","imbe","Araceae","Angiospermae","","Unclassified","Hemiepiphyte","All","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"907",67,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Psychotria sp.","Psychotria","sp.","Rubiaceae","Angiospermae","morpho",NA,NA,"Paper exclusive","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"922",68,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Rhipsalis baccifera","Rhipsalis","baccifera","Cactaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"1012",69,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Sinningia schiffneri","Sinningia","schiffneri","Gesneriaceae","Angiospermae","","Unclassified","Rupicolous; Terrestrial","Paper exclusive accidental","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"1018",70,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Spathiphyllum humboldtii","Spathiphyllum","humboldtii","Araceae","Angiospermae","","Unclassified","Terrestrial","Paper exclusive accidental","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"1310",71,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Trichilia claussenii","Trichilia","claussenii","Meliaceae","Angiospermae","","Unclassified","Terrestrial","Paper exclusive accidental","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"1376",72,"Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil","Paper",2012,"Angio","Plot","Presence","Vanilla palmarum","Vanilla","palmarum","Orchidaceae","Angiospermae","","Epiphyte","Hemiepiphyte","All","Natural","",NA,"",-56.93666667,-15.12083333,"","Inside","Arecaceae","Attalea","phalerata",NA,NA,"","Cerrado","Brazil","Cerrado"
"17",73,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Acianthera pubescens","Acianthera","pubescens","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"84",74,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Aspasia variegata","Aspasia","variegata","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"166",75,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Bulbophyllum insectiferum","Bulbophyllum","insectiferum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"213",76,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Campylocentrum robustum","Campylocentrum","robustum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"254",77,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Catasetum fimbriatum","Catasetum","fimbriatum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"274",78,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Catasetum longifolium","Catasetum","longifolium","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"280",79,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Catasetum osculatum","Catasetum","osculatum","Orchidaceae","Angiospermae","","Unclassified","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"283",80,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Catasetum rooseveltianum","Catasetum","rooseveltianum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"287",81,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Catasetum schmidtianum","Catasetum","schmidtianum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"293",82,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Catasetum vinaceum","Catasetum","vinaceum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"329",83,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Cattleya nobilior","Cattleya","nobilior","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"360",84,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Chysis sp.","Chysis","sp.","Orchidaceae","Angiospermae","morpho",NA,NA,"Paper exclusive","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"398",85,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Cyrtopodium saintlegerianum","Cyrtopodium","saintlegerianum","Orchidaceae","Angiospermae","","Unclassified","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"421",86,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Encyclia argentinensis","Encyclia","argentinensis","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"428",87,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Encyclia patens","Encyclia","patens","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"433",88,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Epidendrum coronatum","Epidendrum","coronatum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"435",89,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Epidendrum densiflorum","Epidendrum","densiflorum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"441",90,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Epidendrum nocturnum","Epidendrum","nocturnum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"463",91,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Epidendrum stiliferum","Epidendrum","stiliferum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"464",92,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Epidendrum strobilicaule","Epidendrum","strobilicaule","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"519",93,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Galeandra blanchetii","Galeandra","blanchetii","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"521",94,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Galeandra stangeana","Galeandra","stangeana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"527",95,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Gomesa fuscopetala","Gomesa","fuscopetala","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"533",96,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Gomesa macropetala","Gomesa","macropetala","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"578",97,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"645",98,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Lockhartia lunifera","Lockhartia","lunifera","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"651",99,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Macradenia paraensis","Macradenia","paraensis","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"668",100,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Maxillaria subrepens","Maxillaria","subrepens","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"727",101,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Mormodes rosea","Mormodes","rosea","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","Paper exclusive accidental","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"736",102,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Notylia lyrata","Notylia","lyrata","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"753",103,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Orleanesia cuneipetala","Orleanesia","cuneipetala","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"754",104,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Ornithocephalus gladiatus","Ornithocephalus","gladiatus","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"835",105,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Plectrophora cultrifolia","Plectrophora","cultrifolia","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"891",106,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Polystachya concreta","Polystachya","concreta","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"899",107,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Polystachya foliosa","Polystachya","foliosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"905",108,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.","Paper",2004,"Orchidaceae","Others","Presence","Prosthechea pachysepala","Prosthechea","pachysepala","Orchidaceae","Angiospermae","","Unclassified","Epiphyte","All","Natural/Semi-natural","",NA,"",-55.535,-15.2043,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
